,amount_transactions,number_transactions,breakdown
1707,1439242.0,14.0,Millions
1708,1586492.0,1.0,Millions
1709,1608500.0,12.0,Millions
1710,1968722.27,13.0,Millions
1711,2005348.82,4.0,Millions
1712,5000000.0,2.0,Millions
1713,5815000.0,15.0,Millions
1714,3063200.0,2.0,Millions
1715,10390000.0,6.0,Millions
1716,6860000.0,5.0,Millions
1717,3100939.51,2.0,Millions
1718,19505065.65,1.0,Millions
1719,4521638.0,,Millions
1720,1124500.0,3.0,Millions
1721,3895000.0,1.0,Millions
1722,1105000.0,1.0,Millions
1723,1000000.0,1.0,Millions
1724,1000000.0,1.0,Millions
1725,1055229.52,1.0,Millions
1726,1082851.49,10.0,Millions
1727,2000000.0,1.0,Millions
1728,2649901.0,3.0,Millions
1729,11856945.53,1.0,Millions
1730,68033400.0,1.0,Millions
1731,1643974.69,14.0,Millions
1732,7370348.09,1.0,Millions
1733,1823732.8,1.0,Millions
1734,2211982.25,1.0,Millions
1735,1840000.0,1.0,Millions
1736,1620000.0,3.0,Millions
1737,1910000.0,3.0,Millions
1738,1000568.3,1.0,Millions
1739,1000601.75,1.0,Millions
1740,1000593.7,1.0,Millions
1741,1099423.98,1.0,Millions
1742,1000697.22,1.0,Millions
1743,1000460.93,1.0,Millions
1744,1000532.22,1.0,Millions
1745,1000355.48,1.0,Millions
1746,1000387.71,1.0,Millions
1747,1000498.07,1.0,Millions
1748,1000452.18,1.0,Millions
1749,1000328.16,1.0,Millions
1750,1000307.66,1.0,Millions
1751,2800000.0,1.0,Millions
1752,1486500.0,6.0,Millions
1753,2031981.0,4.0,Millions
1754,1745050.0,4.0,Millions
1755,3039206.0,4.0,Millions
1756,120000000.0,1.0,Millions
1757,34000000.0,1.0,Millions
1758,30000000.0,1.0,Millions
1759,1380000.0,1.0,Millions
1760,24000000.0,1.0,Millions
1761,3664542.43,1.0,Millions
1762,210000000.0,1.0,Millions
1763,210000000.0,1.0,Millions
1764,200000000.0,1.0,Millions
1765,50132575.0,1.0,Millions
1766,155141150.0,1.0,Millions
1767,210000000.0,1.0,Millions
1768,200000000.0,1.0,Millions
1769,209999980.0,1.0,Millions
1770,2540585.0,21.0,Millions
1771,1335495.79,5.0,Millions
1772,1051824.94,5.0,Millions
1773,16296000.0,24.0,Millions
1774,2000000.0,1.0,Millions
1775,2200000.0,2.0,Millions
1776,1400000.0,1.0,Millions
1777,2500000.0,1.0,Millions
1778,3167512.77,2.0,Millions
1779,1500000.0,1.0,Millions
1780,3000000.0,1.0,Millions
1781,5002635.03,2.0,Millions
1782,5300000.0,1.0,Millions
1783,5800416.03,1.0,Millions
1784,1807388.59,6.0,Millions
1785,1034850.0,7.0,Millions
1786,2124000.0,3.0,Millions
1787,4222283.9,24.0,Millions
1788,3250000.0,7.0,Millions
1789,6000000.0,10.0,Millions
1790,2159364.78,5.0,Millions
1791,1400000.0,6.0,Millions
1792,1130000.0,1.0,Millions
1793,1000000.0,1.0,Millions
1794,1927651.0,12.0,Millions
1795,1621509.63,6.0,Millions
1796,1006215.48,8.0,Millions
1797,14235623.0,41.0,Millions
1798,3622927.0,13.0,Millions
1799,5077825.0,15.0,Millions
1800,1864590.0,12.0,Millions
1801,60811290.0,50.0,Millions
1802,7464816.88,6.0,Millions
1803,7525634.93,13.0,Millions
1804,94271811.48,89.0,Millions
1805,22197285.78,11.0,Millions
1806,27129231.25,2.0,Millions
1807,112434313.77,79.0,Millions
1808,24355000.0,29.0,Millions
1809,23222000.0,43.0,Millions
1810,24010000.0,29.0,Millions
1811,21580974.52,81.0,Millions
1812,20686500.0,1.0,Millions
1813,2349106.18,3.0,Millions
1814,1837000.0,1.0,Millions
1815,3218103.44,1.0,Millions
1816,15402986.98,20.0,Millions
1817,27179000.0,50.0,Millions
1818,5228300.0,19.0,Millions
1819,8585000.0,1.0,Millions
1820,150000000.0,24.0,Millions
1821,193376710.67,73.0,Millions
1822,1662500.0,2.0,Millions
1823,1999844.47,36.0,Millions
1824,2078380.47,1.0,Millions
1825,2017376.0,16.0,Millions
1826,3891515.0,24.0,Millions
1827,10000000.0,1.0,Millions
1828,1654939.98,7.0,Millions
1829,7628334.04,13.0,Millions
1830,9865148.68,13.0,Millions
1831,10000000.0,1.0,Millions
1832,13600000.0,2.0,Millions
1833,22066254.5,1.0,Millions
1834,30443000.0,2.0,Millions
1835,31128000.0,1.0,Millions
1836,47320000.0,1.0,Millions
1837,48680000.0,1.0,Millions
1838,31128000.0,1.0,Millions
1839,47320000.0,1.0,Millions
1840,48680000.0,1.0,Millions
1841,35044000.0,1.0,Millions
1842,35044000.0,1.0,Millions
1843,47320000.0,1.0,Millions
1844,48680000.0,1.0,Millions
1845,35044000.0,1.0,Millions
1846,47320000.0,1.0,Millions
1847,48680000.0,1.0,Millions
1848,35044000.0,1.0,Millions
1849,8500000.0,1.0,Millions
1850,2558000.0,1.0,Millions
1851,19140898.94,1.0,Millions
1852,3200449.47,1.0,Millions
1853,16969154.47,1.0,Millions
1854,28237445.53,1.0,Millions
1855,47850600.0,1.0,Millions
1856,30881400.0,1.0,Millions
1857,35097035.46,1.0,Millions
1858,14554700.0,1.0,Millions
1859,50349300.0,1.0,Millions
1860,50349300.0,1.0,Millions
1861,49650700.0,1.0,Millions
1862,32452000.0,1.0,Millions
1863,16422307.63,1.0,Millions
1864,51125300.0,1.0,Millions
1865,48874700.0,1.0,Millions
1866,51125300.0,1.0,Millions
1867,11149687.1,1.0,Millions
1868,15609561.94,1.0,Millions
1869,17839499.37,1.0,Millions
1870,42704153.33,1.0,Millions
1871,19305000.0,1.0,Millions
1872,19328000.0,1.0,Millions
1873,7965000.0,1.0,Millions
1874,7965000.0,1.0,Millions
1875,5470000.0,1.0,Millions
1876,5470000.0,1.0,Millions
1877,10940000.0,1.0,Millions
1878,21915000.0,1.0,Millions
1879,91929461.07,6.0,Millions
1880,153056617.86,5.0,Millions
1881,91629461.07,4.0,Millions
1882,336194500.0,8.0,Millions
1883,12960467.37,1.0,Millions
1884,42170000.0,1.0,Millions
1885,12960500.0,1.0,Millions
1886,42176500.0,1.0,Millions
1887,21840000.0,1.0,Millions
1888,21915000.0,1.0,Millions
1889,18050000.0,,Millions
1890,18050000.0,,Millions
1891,18050000.0,,Millions
1892,18050000.0,1.0,Millions
1893,72202000.0,3.0,Millions
1894,49815000.0,1.0,Millions
1895,49911000.0,2.0,Millions
1896,20675000.0,1.0,Millions
1897,20692000.0,1.0,Millions
1898,23000000.0,1.0,Millions
1899,23139000.0,1.0,Millions
1900,9358183.68,1.0,Millions
1901,9358183.68,1.0,Millions
1902,27150000.0,1.0,Millions
1903,27152674.67,1.0,Millions
1904,18769368.85,1.0,Millions
1905,18769368.85,1.0,Millions
1906,20675554.55,1.0,Millions
1907,20415554.55,1.0,Millions
1908,23000000.0,1.0,Millions
1909,23416000.0,1.0,Millions
1910,33258935.96,1.0,Millions
1911,33259000.0,1.0,Millions
1912,88.03,,Tens
1913,40.0,,Tens
1914,40.0,,Tens
1915,90.0,,Tens
1916,77.62,1.0,Tens
1917,59.0,1.0,Tens
1918,29.5,1.0,Tens
1919,70.83,1.0,Tens
1920,30.68,1.0,Tens
1921,64.9,2.0,Tens
1922,50.97,1.0,Tens
1923,60.94,1.0,Tens
1924,24.28,1.0,Tens
1925,64.37,1.0,Tens
1926,1.18,1.0,Tens
1927,16.04,1.0,Tens
1928,23.6,1.0,Tens
1929,11.8,1.0,Tens
1930,7.14,1.0,Tens
1931,5000.0,,Thousands
1932,9990.0,,Thousands
1933,12000.0,,Thousands
1934,13000.0,,Thousands
1935,6990.0,,Thousands
1936,8000.0,,Thousands
1937,6990.0,,Thousands
1938,7090.0,,Thousands
1939,13000.0,,Thousands
1940,7290.0,,Thousands
1941,7290.0,,Thousands
1942,7090.0,,Thousands
1943,7290.0,,Thousands
1944,7390.0,,Thousands
1945,7290.0,,Thousands
1946,7240.0,,Thousands
1947,7280.0,,Thousands
1948,7290.0,,Thousands
1949,7189.0,,Thousands
1950,6990.0,,Thousands
1951,7160.0,,Thousands
1952,28973.97,,Thousands
1953,3334.42,,Thousands
1954,2884.21,,Thousands
1955,5000.0,,Thousands
1956,1827.41,,Thousands
1957,1320.44,,Thousands
1958,1880.0,,Thousands
1959,9990.0,,Thousands
1960,19990.0,,Thousands
1961,2174.73,,Thousands
1962,5380.0,,Thousands
1963,1490.0,,Thousands
1964,2519.94,,Thousands
1965,2500.0,,Thousands
1966,1245.0,,Thousands
1967,1150.0,,Thousands
1968,1490.0,,Thousands
1969,1990.0,,Thousands
1970,1558.0,,Thousands
1971,3654.55,,Thousands
1972,14417.0,,Thousands
1973,22990.0,,Thousands
1974,34644.35,1.0,Thousands
1975,40000.0,1.0,Thousands
1976,36855.87,1.0,Thousands
1977,70000.0,1.0,Thousands
1978,16510.0,1.0,Thousands
1979,124808.13,1.0,Thousands
1980,57980.64,2.0,Thousands
1981,15000.0,1.0,Thousands
1982,374379.05,1.0,Thousands
1983,393371.39,1.0,Thousands
1984,392174.28,1.0,Thousands
1985,376794.78,1.0,Thousands
1986,30253.0,1.0,Thousands
1987,42986.36,1.0,Thousands
1988,42986.36,1.0,Thousands
1989,19850.0,1.0,Thousands
1990,14000.0,1.0,Thousands
1991,22000.0,1.0,Thousands
1992,30000.0,1.0,Thousands
1993,8000.0,1.0,Thousands
1994,54963.0,1.0,Thousands
1995,30000.0,1.0,Thousands
1996,29963.0,1.0,Thousands
1997,50000.0,1.0,Thousands
1998,25000.0,1.0,Thousands
1999,9988.0,1.0,Thousands
2000,20000.0,1.0,Thousands
2001,120000.0,1.0,Thousands
2002,30000.0,1.0,Thousands
2003,14000.0,1.0,Thousands
2004,17963.0,1.0,Thousands
2005,39963.0,1.0,Thousands
2006,39963.0,1.0,Thousands
2007,4913.0,1.0,Thousands
2008,4913.0,1.0,Thousands
2009,2963.0,1.0,Thousands
2010,2463.0,1.0,Thousands
2011,2963.0,1.0,Thousands
2012,4463.0,1.0,Thousands
2013,2463.0,1.0,Thousands
2014,2463.0,1.0,Thousands
2015,2131.4,1.0,Thousands
2016,113900.0,1.0,Thousands
2017,6980.0,1.0,Thousands
2018,40800.0,1.0,Thousands
2019,17450.0,1.0,Thousands
2020,117300.0,1.0,Thousands
2021,399870.0,3.0,Thousands
2022,1355.82,1.0,Thousands
2023,2091.82,1.0,Thousands
2024,2191.82,1.0,Thousands
2025,2241.82,1.0,Thousands
2026,2391.82,1.0,Thousands
2027,2391.82,1.0,Thousands
2028,2391.82,1.0,Thousands
2029,2841.82,1.0,Thousands
2030,2991.82,1.0,Thousands
2031,2991.82,1.0,Thousands
2032,3291.82,1.0,Thousands
2033,3291.82,1.0,Thousands
2034,3665.82,1.0,Thousands
2035,4111.82,1.0,Thousands
2036,5991.82,1.0,Thousands
2037,5991.82,1.0,Thousands
2038,6891.82,1.0,Thousands
2039,6951.82,1.0,Thousands
2040,11241.82,1.0,Thousands
2041,11991.82,1.0,Thousands
2042,12923.64,2.0,Thousands
2043,42986.36,1.0,Thousands
2044,270420.0,1.0,Thousands
2045,81000.0,2.0,Thousands
2046,300000.0,1.0,Thousands
2047,54988.89,1.0,Thousands
2048,15448.0,1.0,Thousands
2049,3485.0,1.0,Thousands
2050,599088.0,1.0,Thousands
2051,11277.0,1.0,Thousands
2052,790753.42,1.0,Thousands
2053,126547.21,1.0,Thousands
2054,78800.0,1.0,Thousands
2055,200000.0,1.0,Thousands
2056,29204.0,1.0,Thousands
2057,13526.0,1.0,Thousands
2058,167000.0,1.0,Thousands
2059,7750.0,2.0,Thousands
2060,9000.0,3.0,Thousands
2061,31000.0,7.0,Thousands
2062,40000.0,1.0,Thousands
2063,30000.0,1.0,Thousands
2064,166157.08,3.0,Thousands
2065,10000.0,1.0,Thousands
2066,128899.0,1.0,Thousands
2067,582437.0,3.0,Thousands
2068,35495.0,1.0,Thousands
2069,25630.0,1.0,Thousands
2070,650000.0,4.0,Thousands
2071,318990.0,8.0,Thousands
2072,709161.73,4.0,Thousands
2073,807000.0,5.0,Thousands
2074,5420.0,1.0,Thousands
2075,5000.0,1.0,Thousands
2076,50000.0,1.0,Thousands
2077,47000.0,1.0,Thousands
2078,320000.0,1.0,Thousands
2079,34995.0,1.0,Thousands
2080,191904.34,15.0,Thousands
2081,204430.75,6.0,Thousands
2082,220567.7,14.0,Thousands
2083,296928.14,12.0,Thousands
2084,302581.9,18.0,Thousands
2085,323980.0,9.0,Thousands
2086,499998.45,22.0,Thousands
2087,511605.94,18.0,Thousands
2088,555336.72,28.0,Thousands
2089,819632.73,40.0,Thousands
2090,78312.48,4.0,Thousands
2091,598392.75,1.0,Thousands
2092,69500.0,1.0,Thousands
2093,323400.0,1.0,Thousands
2094,44254.0,10.0,Thousands
2095,44969.0,10.0,Thousands
2096,46669.0,10.0,Thousands
2097,46879.0,10.0,Thousands
2098,48809.0,10.0,Thousands
2099,50722.0,10.0,Thousands
2100,68282.0,10.0,Thousands
2101,366796.0,1.0,Thousands
2102,444091.0,6.0,Thousands
2103,242918.68,17.0,Thousands
2104,304591.65,49.0,Thousands
2105,249500.0,5.0,Thousands
2106,254182.0,5.0,Thousands
2107,299640.0,6.0,Thousands
2108,299670.0,6.0,Thousands
2109,299898.0,3.0,Thousands
2110,9005.0,1.0,Thousands
2111,9415.12,2.0,Thousands
2112,16156.01,1.0,Thousands
2113,598000.0,1.0,Thousands
2114,725584.0,1.0,Thousands
2115,483840.0,1.0,Thousands
2116,43889.0,1.0,Thousands
2117,200000.0,1.0,Thousands
2118,15000.0,1.0,Thousands
2119,15000.0,1.0,Thousands
2120,99965.0,1.0,Thousands
2121,202910.5,1.0,Thousands
2122,103480.5,1.0,Thousands
2123,35817.5,1.0,Thousands
2124,104815.5,1.0,Thousands
2125,26311.5,1.0,Thousands
2126,102878.5,1.0,Thousands
2127,12075.0,1.0,Thousands
2128,12075.0,1.0,Thousands
2129,12075.0,1.0,Thousands
2130,12075.0,1.0,Thousands
2131,26675.0,1.0,Thousands
2132,12075.0,1.0,Thousands
2133,22573.0,1.0,Thousands
2134,12075.0,1.0,Thousands
2135,25600.0,1.0,Thousands
2136,12175.0,1.0,Thousands
2137,33245.0,1.0,Thousands
2138,12175.0,1.0,Thousands
2139,12175.0,1.0,Thousands
2140,25825.0,1.0,Thousands
2141,9946.0,1.0,Thousands
2142,9942.0,1.0,Thousands
2143,9957.0,1.0,Thousands
2144,9968.0,1.0,Thousands
2145,9980.0,1.0,Thousands
2146,9972.0,1.0,Thousands
2147,9974.0,1.0,Thousands
2148,9970.0,1.0,Thousands
2149,9978.0,1.0,Thousands
2150,9981.0,1.0,Thousands
2151,9976.0,1.0,Thousands
2152,9980.0,1.0,Thousands
2153,9984.0,1.0,Thousands
2154,9985.0,1.0,Thousands
2155,9984.0,1.0,Thousands
2156,9990.0,1.0,Thousands
2157,9932.0,1.0,Thousands
2158,9940.0,1.0,Thousands
2159,9942.0,1.0,Thousands
2160,9954.0,1.0,Thousands
2161,9943.0,1.0,Thousands
2162,9948.0,1.0,Thousands
2163,9943.0,1.0,Thousands
2164,9949.0,1.0,Thousands
2165,9958.0,1.0,Thousands
2166,9960.0,1.0,Thousands
2167,9953.0,1.0,Thousands
2168,9964.0,1.0,Thousands
2169,9969.0,1.0,Thousands
2170,9969.0,1.0,Thousands
2171,9975.0,1.0,Thousands
2172,9979.0,1.0,Thousands
2173,9971.0,1.0,Thousands
2174,9975.0,1.0,Thousands
2175,45302.0,1.0,Thousands
2176,9978.0,1.0,Thousands
2177,9985.0,1.0,Thousands
2178,9981.0,1.0,Thousands
2179,9987.0,1.0,Thousands
2180,9984.0,1.0,Thousands
2181,72025.0,1.0,Thousands
2182,39990.0,1.0,Thousands
2183,9990.0,1.0,Thousands
2184,9982.0,1.0,Thousands
2185,9984.0,1.0,Thousands
2186,50105.0,1.0,Thousands
2187,9977.0,1.0,Thousands
2188,9973.0,1.0,Thousands
2189,9974.0,1.0,Thousands
2190,9980.0,1.0,Thousands
2191,9978.0,1.0,Thousands
2192,9982.0,1.0,Thousands
2193,9984.0,1.0,Thousands
2194,49190.0,1.0,Thousands
2195,47565.0,1.0,Thousands
2196,18265.0,1.0,Thousands
2197,23089.0,1.0,Thousands
2198,14143.0,1.0,Thousands
2199,44840.0,1.0,Thousands
2200,24357.0,1.0,Thousands
2201,44840.0,1.0,Thousands
2202,32650.0,1.0,Thousands
2203,29690.0,1.0,Thousands
2204,15440.0,1.0,Thousands
2205,32660.0,1.0,Thousands
2206,1944.97,1.0,Thousands
2207,6000.0,2.0,Thousands
2208,5000.0,2.0,Thousands
2209,1690.0,1.0,Thousands
2210,2945.0,1.0,Thousands
2211,6025.0,1.0,Thousands
2212,5100.0,1.0,Thousands
2213,5100.0,1.0,Thousands
2214,4975.0,5.0,Thousands
2215,5122.0,3.0,Thousands
2216,5140.0,2.0,Thousands
2217,7651.2,6.0,Thousands
2218,8460.0,3.0,Thousands
2219,14495.0,3.0,Thousands
2220,19810.0,4.0,Thousands
2221,36331.44,4.0,Thousands
2222,71375.0,11.0,Thousands
2223,747469.53,1.0,Thousands
2224,57138.86,1.0,Thousands
2225,347300.0,10.0,Thousands
2226,55000.0,1.0,Thousands
2227,99247.0,1.0,Thousands
2228,200000.0,3.0,Thousands
2229,202517.58,2.0,Thousands
2230,400000.0,2.0,Thousands
2231,705000.0,1.0,Thousands
2232,551020.56,1.0,Thousands
2233,463974.0,2.0,Thousands
2234,676798.83,7.0,Thousands
2235,320000.0,1.0,Thousands
2236,447610.4,15.0,Thousands
2237,986892.0,4.0,Thousands
2238,530000.0,2.0,Thousands
2239,5657.0,1.0,Thousands
2240,6560.0,1.0,Thousands
2241,12000.0,1.0,Thousands
2242,3595.0,1.0,Thousands
2243,2680.0,1.0,Thousands
2244,50000.0,1.0,Thousands
2245,6695.0,1.0,Thousands
2246,1080.0,1.0,Thousands
2247,2000.0,1.0,Thousands
2248,110000.0,1.0,Thousands
2249,300015.0,1.0,Thousands
2250,200000.0,1.0,Thousands
2251,388000.0,3.0,Thousands
2252,985000.0,2.0,Thousands
2253,500000.0,1.0,Thousands
2254,450000.0,2.0,Thousands
2255,200000.0,2.0,Thousands
2256,400000.0,2.0,Thousands
2257,200000.0,1.0,Thousands
2258,101000.0,1.0,Thousands
2259,100000.0,1.0,Thousands
2260,120000.0,1.0,Thousands
2261,300000.0,1.0,Thousands
2262,842661.0,13.0,Thousands
2263,249428.24,1.0,Thousands
2264,90000.0,5.0,Thousands
2265,126000.0,7.0,Thousands
2266,108000.0,6.0,Thousands
2267,679480.0,9.0,Thousands
2268,795530.0,7.0,Thousands
2269,82850.0,9.0,Thousands
2270,2488.62,1.0,Thousands
2271,90000.0,7.0,Thousands
2272,100000.0,1.0,Thousands
2273,813581.64,4.0,Thousands
2274,126057.81,9.0,Thousands
2275,1009.5,1.0,Thousands
2276,166033.07,15.0,Thousands
2277,80000.0,3.0,Thousands
2278,95928.0,3.0,Thousands
2279,95928.94,3.0,Thousands
2280,159710.0,3.0,Thousands
2281,159860.0,3.0,Thousands
2282,160000.0,3.0,Thousands
2283,239670.0,15.0,Thousands
2284,330000.0,8.0,Thousands
2285,480000.0,3.0,Thousands
2286,41500.0,8.0,Thousands
2287,300889.86,22.0,Thousands
2288,174948.77,2.0,Thousands
2289,179860.72,5.0,Thousands
2290,185626.35,3.0,Thousands
2291,210252.6,2.0,Thousands
2292,234553.74,8.0,Thousands
2293,311871.96,5.0,Thousands
2294,384948.74,2.0,Thousands
2295,771460.0,8.0,Thousands
2296,547250.0,1.0,Thousands
2297,29110.0,4.0,Thousands
2298,45400.0,3.0,Thousands
2299,7370.0,1.0,Thousands
2300,114414.0,1.0,Thousands
2301,298402.0,20.0,Thousands
2302,2050.0,1.0,Thousands
2303,23955.0,1.0,Thousands
2304,22965.0,1.0,Thousands
2305,2765.0,1.0,Thousands
2306,9975.0,1.0,Thousands
2307,117453.0,1.0,Thousands
2308,149980.0,1.0,Thousands
2309,163798.54,2.0,Thousands
2310,169438.27,1.0,Thousands
2311,2765.0,1.0,Thousands
2312,9975.0,1.0,Thousands
2313,74985.0,1.0,Thousands
2314,99000.0,1.0,Thousands
2315,294850.0,10.0,Thousands
2316,399686.97,2.0,Thousands
2317,469500.0,7.0,Thousands
2318,54411.68,2.0,Thousands
2319,695000.0,1.0,Thousands
2320,3600.0,1.0,Thousands
2321,17188.0,1.0,Thousands
2322,49119.5,1.0,Thousands
2323,62085.13,1.0,Thousands
2324,473319.6,2.0,Thousands
2325,627892.5,3.0,Thousands
2326,766282.0,4.0,Thousands
2327,906931.68,5.0,Thousands
2328,207850.0,8.0,Thousands
2329,220174.0,2.0,Thousands
2330,242500.0,2.0,Thousands
2331,258100.0,2.0,Thousands
2332,300543.0,3.0,Thousands
2333,367175.0,2.0,Thousands
2334,372085.0,1.0,Thousands
2335,534948.0,4.0,Thousands
2336,671828.0,6.0,Thousands
2337,46247.91,4.0,Thousands
2338,81601.19,2.0,Thousands
2339,96521.57,4.0,Thousands
2340,109956.0,4.0,Thousands
2341,133934.03,5.0,Thousands
2342,982085.64,12.0,Thousands
2343,205115.19,6.0,Thousands
2344,665000.0,1.0,Thousands
2345,290511.35,1.0,Thousands
2346,145254.0,1.0,Thousands
2347,1022.38,3.0,Thousands
2348,410000.0,5.0,Thousands
2349,439808.0,2.0,Thousands
2350,500000.0,1.0,Thousands
2351,536792.25,1.0,Thousands
2352,540000.0,1.0,Thousands
2353,11926.5,1.0,Thousands
2354,814000.0,1.0,Thousands
2355,852751.55,4.0,Thousands
2356,15000.0,1.0,Thousands
2357,148781.29,1.0,Thousands
2358,93369.26,1.0,Thousands
2359,912096.75,1.0,Thousands
2360,3640.0,1.0,Thousands
2361,16412.5,1.0,Thousands
2362,24105.12,1.0,Thousands
2363,26520.0,1.0,Thousands
2364,50013.2,1.0,Thousands
2365,63520.5,1.0,Thousands
2366,82555.2,1.0,Thousands
2367,54644.0,1.0,Thousands
2368,115356.0,1.0,Thousands
2369,11355.1,1.0,Thousands
2370,19152.0,1.0,Thousands
2371,33260.25,1.0,Thousands
2372,37828.0,1.0,Thousands
2373,37940.29,1.0,Thousands
2374,54797.6,1.0,Thousands
2375,73597.19,1.0,Thousands
2376,74517.48,1.0,Thousands
2377,119687.33,1.0,Thousands
2378,229976.02,1.0,Thousands
2379,276133.69,1.0,Thousands
2380,276133.69,1.0,Thousands
2381,771165.0,1.0,Thousands
2382,482690.0,1.0,Thousands
2383,751245.0,1.0,Thousands
2384,396708.0,1.0,Thousands
2385,893565.81,1.0,Thousands
2386,953385.04,1.0,Thousands
2387,282000.0,,Thousands
2388,5954.41,1.0,Thousands
2389,14980.0,1.0,Thousands
2390,74975.0,1.0,Thousands
2391,511560.0,1.0,Thousands
2392,518670.0,2.0,Thousands
2393,542699.0,1.0,Thousands
2394,541600.43,1.0,Thousands
2395,603000.0,1.0,Thousands
2396,525000.0,1.0,Thousands
2397,134975.0,2.0,Thousands
2398,459000.0,7.0,Thousands
2399,475000.0,1.0,Thousands
2400,720000.0,1.0,Thousands
2401,784705.0,5.0,Thousands
2402,249325.0,3.0,Thousands
2403,684172.37,12.0,Thousands
2404,15347.0,1.0,Thousands
2405,30000.0,1.0,Thousands
2406,32292.0,1.0,Thousands
2407,41561.01,1.0,Thousands
2408,55807.0,1.0,Thousands
2409,85863.95,1.0,Thousands
2410,14345.0,1.0,Thousands
2411,14842.0,1.0,Thousands
2412,14842.0,1.0,Thousands
2413,5035.0,1.0,Thousands
2414,37101.0,1.0,Thousands
2415,89266.0,2.0,Thousands
2416,70332.47,2.0,Thousands
2417,206199.3,8.0,Thousands
2418,1425.0,2.0,Thousands
2419,66052.6,2.0,Thousands
2420,64378.0,2.0,Thousands
2421,59594.0,1.0,Thousands
2422,27471.6,1.0,Thousands
2423,45429.84,1.0,Thousands
2424,31574.75,1.0,Thousands
2425,400025.0,1.0,Thousands
2426,143602.87,3.0,Thousands
2427,71793.8,2.0,Thousands
2428,65187.3,2.0,Thousands
2429,219802.85,6.0,Thousands
2430,99770.12,3.0,Thousands
2431,10559.0,1.0,Thousands
2432,300000.0,1.0,Thousands
2433,30000.0,3.0,Thousands
2434,721878.61,1.0,Thousands
2435,284901.46,2.0,Thousands
2436,400000.0,1.0,Thousands
2437,15950.0,2.0,Thousands
2438,132274.5,5.0,Thousands
2439,100435.0,1.0,Thousands
2440,859400.0,3.0,Thousands
2441,450000.0,2.0,Thousands
2442,450000.0,2.0,Thousands
2443,450000.0,2.0,Thousands
2444,450280.0,10.0,Thousands
2445,485000.0,2.0,Thousands
2446,776400.0,3.0,Thousands
2447,487483.62,21.0,Thousands
2448,500000.0,1.0,Thousands
2449,550000.0,2.0,Thousands
2450,752617.28,1.0,Thousands
2451,61320.7,1.0,Thousands
2452,267000.0,1.0,Thousands
2453,36819.0,1.0,Thousands
2454,5985.0,1.0,Thousands
2455,28500.0,1.0,Thousands
2456,18012.0,1.0,Thousands
2457,112825.0,1.0,Thousands
2458,113000.0,1.0,Thousands
2459,125000.0,5.0,Thousands
2460,159950.0,1.0,Thousands
2461,176509.81,1.0,Thousands
2462,200000.0,1.0,Thousands
2463,255027.75,2.0,Thousands
2464,485919.73,2.0,Thousands
2465,679000.0,4.0,Thousands
2466,727730.19,3.0,Thousands
2467,765000.0,2.0,Thousands
2468,20197.0,2.0,Thousands
2469,25230.71,1.0,Thousands
2470,42914.0,3.0,Thousands
2471,15148.0,2.0,Thousands
2472,19304.8,1.0,Thousands
2473,49672.5,3.0,Thousands
2474,19293.0,1.0,Thousands
2475,15938.0,1.0,Thousands
2476,798140.15,12.0,Thousands
2477,382096.23,12.0,Thousands
2478,388874.16,19.0,Thousands
2479,399118.11,24.0,Thousands
2480,503642.63,30.0,Thousands
2481,638569.67,18.0,Thousands
2482,780474.25,48.0,Thousands
2483,283614.13,3.0,Thousands
2484,418194.5,1.0,Thousands
2485,185073.0,8.0,Thousands
2486,270044.0,15.0,Thousands
2487,130845.36,2.0,Thousands
2488,118425.0,3.0,Thousands
2489,50000.0,1.0,Thousands
2490,50000.0,1.0,Thousands
2491,59963.0,1.0,Thousands
2492,4913.0,1.0,Thousands
2493,909985.0,1.0,Thousands
2494,899935.0,1.0,Thousands
2495,799985.0,1.0,Thousands
2496,825331.0,1.0,Thousands
2497,497985.0,1.0,Thousands
2498,29941.93,1.0,Thousands
2499,713516.98,1.0,Thousands
2500,69847.5,1.0,Thousands
2501,239347.0,1.0,Thousands
2502,239727.0,1.0,Thousands
2503,216505.0,1.0,Thousands
2504,14930.02,1.0,Thousands
2505,205537.0,1.0,Thousands
2506,207024.0,1.0,Thousands
2507,206947.0,1.0,Thousands
2508,50990.0,1.0,Thousands
2509,37982.0,1.0,Thousands
2510,174800.0,1.0,Thousands
2511,12085.13,1.0,Thousands
2512,177490.0,1.0,Thousands
2513,20750.0,1.0,Thousands
2514,39640.0,1.0,Thousands
2515,27990.0,1.0,Thousands
2516,115490.0,1.0,Thousands
2517,128990.0,1.0,Thousands
2518,95490.0,1.0,Thousands
2519,100990.0,1.0,Thousands
2520,99100.0,1.0,Thousands
2521,39956.2,1.0,Thousands
2522,75956.2,1.0,Thousands
2523,323166.2,1.0,Thousands
2524,29605.96,1.0,Thousands
2525,20180.3,1.0,Thousands
2526,13058.83,1.0,Thousands
2527,8703.76,1.0,Thousands
2528,69130.86,1.0,Thousands
2529,97165.06,1.0,Thousands
2530,31551.36,1.0,Thousands
2531,38125.27,1.0,Thousands
2532,126951.08,1.0,Thousands
2533,60559.02,1.0,Thousands
2534,29385.98,1.0,Thousands
2535,148781.29,1.0,Thousands
2536,103467.26,1.0,Thousands
2537,105762.27,1.0,Thousands
2538,655139.3,1.0,Thousands
2539,154990.0,1.0,Thousands
